Cluster_ID;Descricao_Item;Preco_Pago;Score_Risco;Preco_Justo_Estimado;Teto_Estatistico;Quantas_Vezes_Mais_Caro;Perc_Excesso;ano;unidade_gestora
9;anel de vedacao rejunte parafuso fixacao loucas  bacia conv e escapula;289.90;6.92;44.45;204.85;6.50;41.52;2016;
11;aquisicao de fita backup lto3 nao disponivel em estoque na prrj;290.00;6.91;45.76;180.00;6.30;61.11;2018;
16;para instalacao nos vestiarios do 2 andar;463.40;6.90;70.79;330.00;6.50;40.42;2019;prr4 regiao
8;lona preta 4 x 100 m na 01 unidade;320.00;6.89;48.31;248.54;6.60;28.75;2017;
0;servico de reboque do veic l200triton do complexo carima p a concessionaria vila rica em virtude de defeito eletrico pagamento feito em dinheiro tendo em vista que a empresa nao aceita cartao de credito autorizado pelo srjonathas sesot;500.00;6.89;74.88;421.55;6.70;18.61;2016;
16;aquisicao de forro mineral para atender ao servico de reforma do teto do decimo segundo andar desta prrj;618.46;6.87;102.31;330.00;6.00;87.41;2019;prrj
16;havia 5 un de bebedouros tipo torre necessitando de manutencao porem nao ha contrato viegente;450.00;6.86;68.92;330.00;6.50;36.36;2020;prro
11;compra de engate para banheiros fita crepe para protecao de parte metalica de catraca para pintura fita de demarcacao de area e refletor para iluminacao externa;370.40;6.86;63.63;180.00;5.80;105.78;2021;prac
17;necessidade de reparo e manutencao no aparelho split do gabinete do procurador da prm;630.00;6.82;99.42;415.15;6.30;51.75;2019;prpi
14;"aluguel de uma tenda para abrigar pessoas na area externa do edificiosede da pgr em atendimento a solicitacao do chefe de gabinete da secretariageral da pgr senhor frederico augusto ribeiro 
";580.00;6.81;92.01;384.90;6.30;50.69;2018;
10;lixa para massa gr100 rolo 23cm antigota lixa para massa gr220 lamina para serra em aco joelho em pvc 25mm luva em pvc 25mm adesivo contato 28kg adesivo pvc 75g incolor lubrificante spray 180g silicone bucha nylon 8mm e pistola em aco com tubo de silicone material utilizado para pintura de salas administrativas correcao de vazamento no cano da guarita lubrificante para portas e pistola para aplicacao de selante nas juntas do pavimento g2 do edificiosede da prr 5 regiao;212.39;6.77;32.18;181.78;6.60;16.84;2016;
2;4 unid  agua sanitaria4 unid  aromatizante 3 unid  lustra moveis6 cx  pt interf2 pacte  sabao em po1 pacte  desinfetante e sabonete;560.00;6.77;89.02;381.85;6.30;46.65;2016;
2;aquisicao em carater de urgencia devido a necessidade de implementar medidas de protecao dos usuarios e visitantes do edificiosede desta procuradoria diante da panemia do covid19 conforme orientacoes das autoridades de saude;674.35;6.77;112.66;381.85;6.00;76.60;2020;prr3 regiao
17;durante manutencao corretiva realizada pela empresa tecnoklima ata de registro de precos 1a2019 constatouse a necessidade de troca da placa eletronica controles do split instalado na sala de reunioes 33016890 em razao de que nao esta resfriando;645.00;6.75;104.38;415.15;6.20;55.37;2019;prsc
5;"66 pacotes de areia lavada fina 20 kg  cartefix
07 pacotes de filito para argamassa  17 kg aditivado
02 ferros para construcao 042 mm";354.11;6.73;53.14;343.00;6.70;3.24;2016;
1;necessidade de sonorizacao em audiencia publica realizada na prmnova friburgo;380.00;6.73;78.17;134.35;4.90;182.84;2019;prrj
9;aquisicao de filtros de linha para reposicao;394.80;6.73;68.55;204.85;5.80;92.73;2021;prrj
1;aquisicao de certificados para o evento do dia do servidor publico;406.60;6.73;86.59;134.35;4.70;202.64;2021;prrj
13;copias de chaves de algumas portas principais de gabinetessetores desta procuradoria prba000476522021;420.00;6.72;71.00;230.50;5.90;82.21;2021;prba
17;compra de baterias para nobreak;545.00;6.71;85.23;415.15;6.40;31.28;2019;prmg
16;consertos dos portoes frontais da prmsousa colocacao de tampa no poco artesiano e conserto de 5 portas internas do predio;630.00;6.71;109.18;330.00;5.80;90.91;2021;prpb
14;demanda do gabinete do procurador chefe por chapas de cortica para utilizacao no mural do hall da recepcao do gabinete do procuradorchefe;426.24;6.71;64.58;384.90;6.60;10.74;2019;prms
13;demanda do eco time por lixeira especifica para campanha de coleta de pilhas na sede da prms;414.00;6.70;70.54;230.50;5.90;79.61;2017;
2;protecao contra a pandemia de covid19;675.60;6.67;114.76;381.85;5.90;76.93;2020;prrs
8;vidro para colocacao de quadro branco na secretaria estadual da prsc e fixador de espelho p colocacao de espelhos em banheiros da prsc;388.00;6.66;63.50;248.54;6.10;56.11;2019;prsc
15;necessidade das prmserechim e santana do livramento;390.00;6.65;62.78;268.50;6.20;45.25;2020;prrs
16;aquisicao de material nao disponivel no estoque do almoxarifado da pgr material nao faz parte dos estocaveis;643.20;6.65;112.39;330.00;5.70;94.91;2017;
16;aquisicao de torneiras e uma broca para a nova sede da prmblumenau;444.59;6.65;71.01;330.00;6.30;34.72;2018;
10;servico de perfuracao em concreto 08 furos de 34 x 15 cm;280.00;6.64;46.12;181.78;6.10;54.03;2017;
17;aquisicao de conversor isolado usb para trafego de dados coletada das catracas do predio sede da prpr;679.00;6.64;113.71;415.15;6.00;63.56;2018;
12;panqueca 58 tubo cobre flexivel panqueca 38 tubo cobre flexivel tubo isolante polietileno fita pvc 10m e curva 90 58;302.32;6.63;50.62;185.55;6.00;62.93;2016;
2;aquisicao de 10 protetores faciais face shild incolor tipo bolha para distribuicao aos terceirizados que prestam servicos na prm blumenau autorizado pelo chefe da dicgcprsc;390.00;6.62;58.75;381.85;6.60;2.13;2020;prsc
11;canaleta ctampa 20 x 10 x 2000 auto adesiva na 50 unidades;200.00;6.61;30.61;180.00;6.50;11.11;2017;
14;aumentar a seguranca na porta de entrada e melhorar a privacidade nas reunioes do auditorio;500.00;6.60;79.73;384.90;6.30;29.90;2020;prsc
14;retirada e colocacao de unidade evaporadora de ar condicionado necessarias a demolicao da parede do banheiro do gab 1 oficio e nao previstas no projeto basico da reforma da sede da prmura;500.00;6.60;79.51;384.90;6.30;29.90;2018;
19;nao ha disponibilidade no estoque da selog;400.00;6.60;63.20;308.73;6.30;29.57;2021;prpb
8;material para manutencao de bens moveis;396.42;6.59;65.65;248.54;6.00;59.50;2018;
16;manutencao da bomba megabloco;623.00;6.59;109.14;330.00;5.70;88.79;2016;
3;servico de confeccao de adesivos para a campanha de descarte de lixo;432.00;6.58;66.41;399.45;6.50;8.15;2019;prrj
9;materiais para manutencao de pias vaso sanitario e mangueira;466.00;6.57;88.44;204.85;5.30;127.48;2021;prba
7;compra de pen drive para atender as necessidades da prrj em razao de nao possuirmos em nosso almoxarifado;400.00;6.57;64.64;292.50;6.20;36.75;2020;prrj
2;necessario para protecao dos tecnicos de seguranca e transporte;520.90;6.56;83.99;381.85;6.20;36.41;2020;pres
2;protecao contra a pandemia de covid19;668.80;6.55;114.76;381.85;5.80;75.15;2020;prrs
16;impermeabilizacao da laje do deposito do patrimonio materiais no deposito com risco de deterioracao devido a infiltracao;506.70;6.54;84.63;330.00;6.00;53.55;2018;
16;retoque da pintura do predio da prm instalacao eletrica para ligacao de ar condicionado conserto da pia do banheiro masculino no 2 andar limpeza dos ambientes da prm;472.93;6.53;77.82;330.00;6.10;43.31;2017;
5;aquisicao de termometro digital para atender solicitacao da disot;559.90;6.53;94.52;343.00;5.90;63.24;2021;prdf
13;compra de material para conserto das camaras de seguranca;398.00;6.53;68.77;230.50;5.80;72.67;2021;prpb
13;copias de plantas da obra da prpb;350.00;6.52;58.59;230.50;6.00;51.84;2021;prpb
3;conserto de televisor da prsc patrimonio mpf 00076046 usado para videoconferencias;685.00;6.51;118.28;399.45;5.80;71.49;2021;prsc
8;manutencao em geral srv;300.00;6.51;47.67;248.54;6.30;20.70;2016;
16;aquisicao de 02 valvulas de retencao dn 4 necessarias para manutencao do sistema hidraulico da pgr;692.92;6.50;128.89;330.00;5.40;109.98;2021;pgr
2;dar cumprimento aos protocolos de seguranca para o retorno as atividades da prse profilaxia do virus sarscov2causador da covid 19;763.50;6.50;138.98;381.85;5.50;99.95;2020;prse
6;aquisicao de produtos de limpeza e conservacao para uso da prm;750.60;6.50;133.64;396.03;5.60;89.53;2018;
6;aquisicao de produtos de limpeza e conservacao para uso da prm;750.60;6.50;133.64;396.03;5.60;89.53;2018;
6;aquisicao de produtos de limpeza e conservacao para uso da prm;750.60;6.50;133.64;396.03;5.60;89.53;2018;
6;aquisicao de produtos de limpeza e conservacao para uso da prm;750.60;6.50;133.64;396.03;5.60;89.53;2018;
0;revisao e manutencao de garantia de fabrica do veiculo oficial jeep compass placa qvr2i39;714.00;6.49;123.76;421.55;5.80;69.37;2021;prpa
0;revisao e manutencao de garantia do veiculo oficial jeep compass placa qvr2i79;714.00;6.49;123.76;421.55;5.80;69.37;2021;prpa
10;aquisicao de plastico preto para proteger os moveis no servico de pintura;380.00;6.49;70.16;181.78;5.40;109.04;2017;
7;aquisicao de refil para os purificadores das copas em razao de nao possuirmos em nosso estoque e os que estao em uso ja estao fora da validade;640.00;6.49;119.99;292.50;5.30;118.80;2018;
12;aquisicao de cabo flexivel para componentes eletricos;290.00;6.46;48.90;185.55;5.90;56.29;2021;prac
16;espelhos do banheiro acessivel do 3 andar e  do gabinete 604 quebraram;410.00;6.44;66.41;330.00;6.20;24.24;2019;prr4 regiao
7;agua mineral;480.00;6.44;82.95;292.50;5.80;64.10;2016;
9;aquisicao de luvas e tes em pvc marrom dn 60 mm e reparos para valvula de descarga necessarios para manutencao corretiva nas instalacoes hidraulicas da pgr;500.00;6.44;99.90;204.85;5.00;144.08;2020;pgr
12;kelly valv p mict  2 unidades;247.36;6.43;40.27;185.55;6.10;33.31;2016;
12;kelly valv p mict  2 unidades;247.00;6.43;40.27;185.55;6.10;33.12;2016;
8;tampas dos vasos sanitarios com parafusos quebrados;400.00;6.41;69.23;248.54;5.80;60.94;2020;prba
0;conforme formulario prr3000231302021;550.00;6.40;90.65;421.55;6.10;30.47;2021;prr3 regiao
17;a contratacao necessaria em razao da manutencao dos equipamentos de seguranca da prm monteiro tais como cfvt cerca eletrica e motor do portao que da acesso ao estacionamento da procuradoria de monteiro;500.00;6.40;80.18;415.15;6.20;20.44;2021;prpb
17;instalacao de tomadas e interruptores iluminacao no predio da prsc;500.00;6.40;80.66;415.15;6.20;20.44;2018;
13;confeccao de carimbos e borrachas de carimbos;415.00;6.40;74.60;230.50;5.60;80.04;2016;
10;moldura em granito para levador ouro negro;344.01;6.39;62.67;181.78;5.50;89.25;2016;
14;no risk tapete proteor para piso;413.00;6.37;65.20;384.90;6.30;7.30;2016;
17;para viabilizar video monitoramento;694.00;6.37;120.89;415.15;5.70;67.17;2019;prr4 regiao
13;aquisicao de produto para reparomanutencao prm blumenau;385.00;6.37;67.41;230.50;5.70;67.03;2021;prsc
6;em carater de emergencial para suprir odontologia;581.01;6.37;97.90;396.03;5.90;46.71;2017;
17;adaptacao do sistema de alimentacao de gas do fogao do restaurante instalacao do fogao em si;650.00;6.37;111.14;415.15;5.80;56.57;2019;prrs
5;compra emergencial para odontologia;706.00;6.36;132.68;343.00;5.30;105.83;2019;pgr
0;necessidade de atender demandas de manutencao das viaturas desta prmniteroi;530.00;6.36;86.40;421.55;6.10;25.73;2019;prrj
17;cordoes opticos necessarios para ligar os equipamentos da sala de servidores para a sala de telecomunicacoes;604.08;6.36;102.85;415.15;5.90;45.51;2019;prrj
8;materiais para reparos em vasos sanitarios e pintura necessarios;485.00;6.35;90.38;248.54;5.40;95.14;2019;prrs
6;aquisicao de material de limpeza em razao da empresa responsavel pelo contrato de limpeza e conservacao desta procuradoria nao entregou os materiais para o corrente mes;808.35;6.34;153.25;396.03;5.30;104.11;2018;
7;gas de cozinha 13kg;480.00;6.34;84.61;292.50;5.70;64.10;2016;
2;alcool em gel para o totem da portaria;473.40;6.34;77.20;381.85;6.10;23.98;2020;prrj
10;"perioplac anti septica bucal 1l
riva lc kit";333.20;6.33;60.96;181.78;5.50;83.30;2016;
17;materiais eletricos para manutencao da recepcao do cidadao;465.00;6.32;74.59;415.15;6.20;12.01;2019;prrr
3;elaboracao de adesivos para campanha a pedido do dr marco otavio almeida mazzoni;400.00;6.30;63.16;399.45;6.30;0.14;2018;
15;aquisicao de pecas para manutencao de portao eletronico de controle remoto e de puxadores para porta de acesso a area externa;400.00;6.29;69.46;268.50;5.80;48.98;2018;
17;instalacao de radio de comunicacao nos elevadores;700.00;6.29;125.33;415.15;5.60;68.61;2021;prpb
3;servico de manutencao de 2 nvr e 1 hd de 6t para uso da seguranca;550.00;6.28;93.78;399.45;5.90;37.69;2021;prpb
2;aquisicao emergencial de produtos de limpeza necessarios a prestacao dos servicos conservacao e higienizacao desta prm conforme autorizado pela exma procuradorachefe despacho prpr000440922018;596.13;6.26;104.09;381.85;5.70;56.12;2018;
16;a janela do 702 foi danificada no ultimo temporal e a janela da coorjur no 4 pavimento esta com uma castanha faltando;415.00;6.26;68.71;330.00;6.00;25.76;2018;
12;panqueca tubo cobre flexivel e fita pvc 10mt;304.97;6.24;54.21;185.55;5.60;64.36;2016;
11;aquisicao de rodas para carrinho de carga da prsc assim como de graxa para instalacao das referidas e tambem de fita adesiva para uso do arquivo central da prsc;328.72;6.23;60.56;180.00;5.40;82.62;2021;prsc
13;confeccao de banner e copias de mapas;350.00;6.22;61.08;230.50;5.70;51.84;2017;
12;cabo de rede na 287 unidades;336.00;6.21;62.50;185.55;5.40;81.08;2017;
1;servico de aluguel de lancha para conducao de servidores no trecho limoeiro do ajurupa a sao sebastiao da boa vistapa;337.08;6.21;71.98;134.35;4.70;150.90;2017;
15;reparo na porta auxiliar com desempeno e conserto na fechadura;350.00;6.20;59.28;268.50;5.90;30.35;2020;prrj
13;"confeccao de 8 carimbos modelo autoentintado n 20  24000
confeccao de 01 carimbo autoentintado modelo s829  r 7000
troca de 07 borrachas de carimbos autoentintados  r 10500

justificativa devido troca de procuradores  fizemos os carimbos pois achamos que carimbos era material e nao servicos";415.00;6.20;77.21;230.50;5.40;80.04;2016;
15;p instalacao em porta e janela de vidro do atico da torre 3 da prsc com intuito de homgeneizacao das vidracas do local;375.00;6.20;65.13;268.50;5.80;39.66;2019;prsc
3;aquisicao realizada para para o adequado funcionamento da etac;515.30;6.19;86.99;399.45;5.90;29.00;2018;
16;aquisicao emergencial de conexoes hidrossanitarias necessarias as manutencoes corretivos da pgr;588.50;6.18;109.52;330.00;5.40;78.33;2019;pgr
1;combustivel para deslocamento em barco cedido na zona rural do municipio de anajas;440.01;6.18;112.81;134.35;3.90;227.51;2020;prpa
4;aquisicao de material de consumo para odontologia nao adquirido  por licitacao;623.00;6.15;115.00;355.00;5.40;75.49;2017;
4;necessidade de bateria veicular ausencia de contrato de manutencao veicular;580.00;6.13;105.80;355.00;5.50;63.38;2021;prrr
6;material de limpeza e higiene para atender as necessidades da prm marilia a empresa contratada riomix nao realizou a entrega alem disso o contrato com a referida empresa esta sendo encerrado ja que ela descumpriu diversas clausulas contratuais e nao honrou os compromissos trabalhistas;600.00;6.11;107.52;396.03;5.60;51.50;2019;prsp
3;necessidade de aquisicao de baterias para o nobreak do cpd que mantem o servidorcompra autorizada pelo marco aurelio e pelo senhor secretario francisco de assis;720.00;6.10;135.38;399.45;5.30;80.25;2019;prmt
14;para a identificacao das portas de acesso a determinados setores da prr1 no padrao ja existente;501.00;6.10;85.93;384.90;5.80;30.16;2021;prr1 regiao
5;nao ha contrato vigente para o objeto;376.00;6.10;62.39;343.00;6.00;9.62;2018;
17;cabos hdmi para uso no auditorio e na sala de reunioes do 5 andar;448.00;6.08;74.79;415.15;6.00;7.91;2018;
12;aquisicao de tomada de sobrestar para uso na prm;199.00;6.07;33.02;185.55;6.00;7.25;2017;
12;rejunte flex 10;199.00;6.07;33.05;185.55;6.00;7.25;2016;
12;aquisicao de regua de tomada de 12 posicoes para a ci pois nao havia o item no almoxarifado;198.00;6.07;33.02;185.55;6.00;6.71;2018;
0;autorizado pelo secretario estadual;660.00;6.07;118.96;421.55;5.50;56.57;2021;prro
13;confeccao de duas placas de homenagem para procuradores aposentados;380.00;6.05;70.09;230.50;5.40;64.86;2021;prr4 regiao
10;rolo poliamida 23cm brocha para pintura 17x7cm suporte de aco 23cm tinta acrilica 18l tinta vinil 18l e massa corrida 27kg material utilizado para pintura do muro e continuacao da pintura das salas;372.10;6.05;73.78;181.78;5.00;104.70;2016;
4;pequeno vulto e entrega imediata;440.69;6.04;76.59;355.00;5.80;24.14;2021;prro
17;manutencao de ar condicionado emergencial da prmgvs;430.00;6.04;71.96;415.15;6.00;3.58;2019;prmg
7;torneira clinica para atender ao gabinete odontologico;332.00;6.04;56.44;292.50;5.90;13.50;2019;prrj
17;realizacao de servicos de desmontagem dos medidores e instalacao de mangueiras de gas;670.00;6.01;123.58;415.15;5.40;61.39;2019;prrs
3;lona em impressao digital 3x3;403.25;6.01;66.82;399.45;6.00;0.95;2016;
17;servico emergencial de manutencao nas instalacoes eletricas da prmspa com utilizacao de material e revisao de toda a rede eletrica realizada em dia nao util  01112019;460.00;6.01;78.39;415.15;5.90;10.80;2019;prrj
3;devido a necessidade do veiculo ser utilizado para o transporte de membros diarios tornouse necessario a colocacao do referido item;560.00;6.00;100.82;399.45;5.60;40.19;2018;
16;aquisicao de floreira para uso no segundo andar do predio sede da prpr;460.00;5.99;82.50;330.00;5.60;39.39;2020;
16;aquisicao de floreira para uso no segundo andar do predio sede da prpr;460.00;5.99;82.50;330.00;5.60;39.39;2020;prpr
4;material requer urgencia na aquisicao tendo em vista tratarse de itens indispensaveis a manutencao de ambiente adequado ao trabalho nao sendo passivel de planejamento lampadas queimadas;494.00;5.99;88.47;355.00;5.60;39.15;2019;prrs
18;os materiais de construcao destinamse a realizacao de manutencoes na prsc e as pilhas a uso em fechaduras eletronicas cofres e outros aparelhos da prsc;451.65;5.97;89.90;228.78;5.00;97.42;2019;prsc
15;aquisicao de materiais necessarios para instalacao de porta de vidro na biblioteca da pgr;476.32;5.97;91.24;268.50;5.20;77.40;2018;
13;aquisicao de diversos itenssuprimentos necessarios para o funcionamento da prm blumenau;362.30;5.97;67.41;230.50;5.40;57.18;2020;prsc
12;aquisicao de cabo otico para instalacao de  switches de fibra otica material nao disponivel no almoxarifado;272.94;5.97;49.57;185.55;5.50;47.10;2018;
3;servicos urgentes cuja execucao deveria ser imediata por envolver problemas diretamente relacionados a seguranca organica da unidade;505.00;5.96;89.23;399.45;5.70;26.42;2019;prpi
17;conserto portao garagem de veiculos com servico de solda;520.00;5.95;90.51;415.15;5.70;25.26;2021;prba
3;"nao ha contrato vigente para atender a presente demanda
trata de questoes   relacionadas   a   seguranca   da   instituicao";580.00;5.95;105.14;399.45;5.50;45.20;2018;
3;necessidade urgente de desocupar o deposito para abrigar o acervo bibliografico do mpt e do mpf em jiparana;500.00;5.95;87.51;399.45;5.70;25.17;2018;
12;compra de saco de lixo 200 lt pacote com 100 unidades  01 unidade;212.60;5.95;36.69;185.55;5.80;14.58;2016;
19;aquisicao de refletor para uso na prm;382.20;5.94;67.40;308.73;5.70;23.80;2018;
17;o nobreak requer o conserto em carater de urgencia em razao de alimentar o cftv e o relogio ponto da prm outrossim a urgencia justificase a fim de que se possa evitar danos dos equipamentos que agora estao ligados diretamente na rede eletrica;760.00;5.93;149.01;415.15;5.10;83.07;2019;prrs
3;transporte de diversos equipamentos para a prmbarra do garcas totalizando 484 m3;530.00;5.93;94.19;399.45;5.60;32.68;2016;
13;itens para instalacao de novos switchs;489.42;5.92;101.61;230.50;4.80;112.33;2019;prsc
3;aquisicao de mateiral para manutencao da procuradoria;562.00;5.91;103.07;399.45;5.50;40.69;2020;prro
16;manutencao da sede da prpi;397.63;5.90;69.95;330.00;5.70;20.49;2018;
17;instalacoes de audio no auditorio;499.80;5.90;88.16;415.15;5.70;20.39;2019;prrs
5;acucar itamarati pacote 2kg cristal;377.30;5.90;64.54;343.00;5.80;10.00;2016;
5;acucar itamarati pacote 2kg cristal;377.00;5.90;64.54;343.00;5.80;9.91;2016;
17;aquisicao de patch cord para utilizacao nos servidores de rede;497.40;5.90;87.47;415.15;5.70;19.81;2019;prrj
19;servico de manutencao eletrica substituicao de reatores;430.00;5.89;78.77;308.73;5.50;39.28;2016;
17;a prm jundiai mudou de sede e precisava reparar a cerca eletrica da antiga sede para regularizacao das pendencias daquele contrato de aluguel;453.53;5.89;78.22;415.15;5.80;9.24;2021;prsp
14;cavalete de sinalizacao para as vagas externas de estacionamento;451.00;5.87;79.61;384.90;5.70;17.17;2018;
17;desinstalacao de condensadora de ar condicionado 9000 btus  r 12000 instalacao de condensadora de ar condicionado 9000 btus  r 12000 instalacao de purificador de agua  r 6000 recondicionamento em canal de dvr  r 18000 manutencao em sensor de barreira  r 4700;526.32;5.87;94.35;415.15;5.60;26.78;2021;prba
6;aquisicao de materiais de limpeza em decorrencia do descumprimento das clausulas primeira e segunda do contrato n042018 no que concerne ao fornecimento dos materiais para a prac;738.26;5.86;146.93;396.03;5.00;86.42;2019;prac
15;servico de concerto do portao de acesso de veiculos do predio sede do mpf;500.00;5.86;99.47;268.50;5.00;86.22;2020;prse
3;autorizado pelo secretario estadual e coordenador de administracao;540.00;5.85;98.98;399.45;5.50;35.19;2021;prro
9;servico de reparo na caixa de agua da prm;398.90;5.85;81.00;204.85;4.90;94.73;2018;
2;alcool gel para higienizacao dos publicos internos e externos;437.40;5.85;76.48;381.85;5.70;14.55;2021;prrj
12;150 unidades de bolo de arroz  150 unidades de bolo de queijo e 150 unidades de esfirra de carne;286.50;5.84;54.53;185.55;5.30;54.41;2016;
9;desempenador aco inox espatulas em aco inox 60m e 100m argamassa 25kg massa corrida pva 18l tubo pvc esgoto 50mm capa esgoto 100 joelho esgoto 90 reducao esgoto excentrica 100x50 t esgoto curto 50x50 material utilizado na sala de reuniao do 11 andar e no sistema de esgoto da cobertura do edificiosede da prr 5 regiao;233.80;5.84;41.07;204.85;5.70;14.13;2016;
16;aquisicao de material de construcao para reparo na area externa da prm;439.90;5.83;80.09;330.00;5.50;33.30;2017;
1;atender demanda do gabinete do procuradorgeral da republica viagem ao exterior;300.00;5.83;65.28;134.35;4.60;123.30;2021;pgr
12;luva procedimento supermax ext peq com 100;210.00;5.83;37.04;185.55;5.70;13.18;2016;
16;pecas para manutencao de bebedouros 33012562 e 33013294;470.00;5.82;86.47;330.00;5.40;42.42;2018;
3;atender em carater de urgencia solicitacao da secretaria de desenvolvimento de pessoas na sedep para evento comemorativo da semana do servidor publico na pgr;564.90;5.81;103.71;399.45;5.40;41.42;2017;
12;compra de pendrive 16 gb  10 unidades;260.00;5.80;47.87;185.55;5.40;40.12;2016;
16;material para reparos e manutencao da prm monteiro;362.50;5.80;63.42;330.00;5.70;9.85;2021;prpb
4;compra de pequena monta;600.00;5.79;118.04;355.00;5.10;69.01;2018;
2;prevencao ao novo coronavirus;530.00;5.79;97.91;381.85;5.40;38.80;2020;prr4 regiao
1;conserto do frigobar do dr julio de castilhos;280.00;5.78;59.38;134.35;4.70;108.41;2020;pres
17;manutencao do nonabreak do sistema de cftv o qual continuou a apresentar problemas de funcionamento mesmo apos a substituicao das baterias requerendo manutencao emergencial completa;485.00;5.77;87.14;415.15;5.60;16.83;2017;
5;material diverso para realizacao de varios reparos na procuradoria;469.20;5.77;87.56;343.00;5.40;36.79;2019;prpb
4;o presente servico tem carater de urgencia e nao foi possivel haver planejamento pois tratase de lampadas queimadas;379.00;5.77;67.02;355.00;5.70;6.76;2019;prrs
13;atender as necessidades da assessoria de apoio a lavanajato nao ha contrato formalizado para o exercicio de 2017;383.80;5.77;75.41;230.50;5.10;66.51;2017;
12;"produtos de eletrica para atender a prm petropolis
fita isolante para atender ao servico de eletrica nesta prrj";286.40;5.74;54.76;185.55;5.20;54.35;2017;
10;aquisicao de de dois numeros em aco inox 02 duchas hig viqua foz abs ref1160252 02 assentos sanit premium branco kroma 8324 duzias de abraclotus pt 36x250mm dz 04 bl de pilha extra media 2pc famastil 50 parafusos sext14x58 50 porcas newfix c 14ch716 sext zinc 20 suportes prateleira 8mm branco;280.20;5.74;53.90;181.78;5.20;54.14;2016;
11;compra de uma torneira para a cozinha da prm em funcao de vazamentos da antiga 10 anos de uso interruptores para troca e correcao de mau contato nos antigos fita veda rosca para a instalacao da torneira parafuso e bucha para fixacao de extintor de incendio na parede;241.16;5.74;44.79;180.00;5.40;33.98;2021;prsc
1;conserto frigobar do gabinete dr eduardo andre;274.00;5.74;57.81;134.35;4.70;103.94;2019;prrj
3;para dar maior rigidez aos mastros das bandeiras que envergam com ventos fortes;450.00;5.73;80.38;399.45;5.60;12.65;2020;prr4 regiao
6;produtos para copa;405.84;5.72;71.64;396.03;5.70;2.48;2019;prmt
13;banner para equipar sala de reunioes da prmnova friburgo;350.00;5.72;66.92;230.50;5.20;51.84;2018;
5;atender solicitacao da disot;382.00;5.71;68.25;343.00;5.60;11.37;2021;prpr
0;aquisicao de 130 litros de gasolina comum para abastecer barco alugado para realizar diligencia em deslocamento para localidades ribeirinhas do municipio de bagre;676.00;5.70;131.50;421.55;5.10;60.36;2018;
19;necessidade de manutencao da rede eletrica da unidade que estava apresentando constantes oscilacoes e ocasionando a queima frequente de lampadas para solucionar o problema era necessario substituir dois dps queimados e fazer aterramentos individuais para cada dps instalado quatro no total;400.00;5.70;73.52;308.73;5.40;29.57;2021;prpi
10;02 fechaduras porta corta fogo zi dormer broca p concreto 08 dormer broca para concreto 10 dormer broca para concreto 06;215.00;5.68;38.88;181.78;5.50;18.27;2016;
13;caixas de arquivo morto para o cartorio pilhas para reposicao;387.76;5.68;77.02;230.50;5.00;68.23;2021;prrj
12;conectores rj45 macho cat6 para instalacao de infraestrutura wifi;275.00;5.68;52.73;185.55;5.20;48.21;2019;prrj
1;para atender necessidades apontadas pelo demandante no prro000044312021;360.00;5.68;90.41;134.35;4.00;167.96;2021;prro
16;pecas para reparo do refrigerador eletrolux localizado na copa do quinto andar da prm blumenau;420.00;5.67;77.15;330.00;5.40;27.27;2021;prsc
9;registro gaveta 1510;361.98;5.67;73.77;204.85;4.90;76.70;2016;
6;leitor mifane  1 unidade;499.80;5.66;92.17;396.03;5.40;26.20;2016;
9;aquisicao de tubos de cobre isolantes e fita aluminizada para instalacao de equipamento de ar condicionado no anexo 3 da pgr;319.18;5.66;62.96;204.85;5.10;55.81;2018;
6;aquisicao de kits  de reagente para o lacpgr informo que a nota  com data de 23102018 e o pagamento foi realizado somente no dia 24102018 por que a empresa tem e goiania  go;577.00;5.66;110.72;396.03;5.20;45.70;2018;
16;servico de pequena monta para recuperacao do forro da garagem;480.00;5.65;91.92;330.00;5.20;45.45;2020;pres
2;compra de material de expediente para limpeza e conservacao da prrr;593.00;5.65;116.82;381.85;5.10;55.30;2021;prrr
4;conserto de tv fora da garantia nao foi possivel pagar com cartao maquina com defeito houve saque no valor de r48000;480.00;5.65;90.57;355.00;5.30;35.21;2018;
5;aquis de termometro digital infravermelho md821 cbateria9viinclusa;495.00;5.64;95.53;343.00;5.20;44.31;2020;pgr
14;pedido de cabo pra destravamento dos radios de seguranca da prrn;400.00;5.64;71.89;384.90;5.60;3.92;2021;prrn
13;copia de chaves e troca de segredo de cadeados em razao do novo contrato de vigilancia;260.00;5.63;47.13;230.50;5.50;12.80;2019;pres
17;restituir cerca eletrica e manutencao do cftv para regularizar as panes que podiam comprometer a seguranca organica do predio afetando a integridade de membros servidores colaboradores e publico que comparece a prm monteiro;500.00;5.60;93.39;415.15;5.40;20.44;2021;prpb
17;material para manutencao de cameras;455.00;5.60;83.34;415.15;5.50;9.60;2018;
19;material eletrico  lampadas led;366.25;5.59;68.45;308.73;5.40;18.63;2021;prba
5;aquisicao de diversos produtos para uso e suprimento da prm blumenau;507.60;5.58;99.12;343.00;5.10;47.99;2021;prsc
13;identificacao das chaves na prmg;339.00;5.57;66.72;230.50;5.10;47.07;2021;prmg
