Cluster_Original;Descricao_Item;Preco_Pago_Real;Preco_Justo_Estimado;Quantas_Vezes_Mais_Caro;ano;unidade_gestora
2;compra de de cabina devotacao biombo de acrilico 060x060x060 para uso em votacoes que ocorrem periodicamente nesta procuradoria;315.00;70.65;4.50;2019;prr4 regiao
15;2 duas centrais de comando rossi material utilizado para substituicao das placas dos motores dos portoes que estavam queimadas;334.40;75.06;4.50;2016;
6;atender as necessidades da copa;318.76;71.64;4.40;2018;
18;material de manutencao predial para uso na prpb;270.00;60.71;4.40;2021;prpb
7;contratacao de empresa especializada na recarga de extintore;460.00;103.47;4.40;2021;prmt
16;aquisicao de material para manutencao de box para banheiro;240.00;54.05;4.40;2020;prmg
16;manutencao de refrigerador com troca de pecas em carater urgente e excepcional;392.00;88.41;4.40;2018;
17;deslocamento tecnico e servicos de remanejamento ativacao e extensao de ramais;570.00;128.59;4.40;2016;
16;aquisicao de materiais hidraulicos para manutencao predial no predio sede da prpr;409.28;92.40;4.40;2017;
0;abastecimento do veiculo oficial placa oti3124 para cumprimento de viagem a itaitubapa sv 73292018;355.17;80.19;4.40;2018;
17;"desinstalacao de aparelho de ar condicionado defeituoso do cpd da
prmtot e instalacao de aparelho novo pagamento em modalidade cartao de credito";400.00;90.41;4.40;2018;
13;itens necessarios para instalacao de novos switchs;449.50;101.61;4.40;2020;prsc
16;para serem utilizados na iluminacao dos mastros de bandeira instalados em frente a sede da prmcampos visto que a lei determina que a bandeira nacional deve ser iluminada durante a noite;338.00;76.41;4.40;2018;
3;a politica do mpf incentiva a coleta seletiva de lixo nesta prm o material e retirado uma vez por semana pela prefeitura por falta de espaco e para protecao contra chuvas o lixo e colocado junto a entrada da prm para organizar melhorar a aparencia e proteger o material da chuva adquiriuse uma lixeira com rodas;320.00;72.35;4.40;2019;prrs
4;aquisicao de pequena monta;522.00;118.04;4.40;2019;prmt
6;aquisicao de 1 frigideira em aluminio para fogao por inducao alem de 20 garfos para uso na copa da prm blumenau;357.00;80.75;4.40;2020;prsc
5;compra de papel pardo folha 66 x 96  100 unidades;200.00;45.25;4.40;2016;
9;joelho 5 luva simples 2 arame galvanizado rep caixa acoplada completo e abracadeira p eletr;157.10;35.55;4.40;2016;
3;compras realizadas para atender ao treinamento da area fim  curso de ciberseguranca para membros do mpf de todo o brasil;449.26;101.69;4.40;2019;prmg
9;substituicao de tampa interna de bebedouro com termostato avariado;230.00;52.11;4.40;2018;
2;necessidade de armazenar oleo diesel para gerador;490.00;111.05;4.40;2021;prr4 regiao
3;limpeza de um sofa  duas poltronas e um tapete do gab do procurador chefe;345.00;78.23;4.40;2021;prr4 regiao
4;informamos que apos pesquisas realizadas em diversas empresas locais de manutencao de equipamentos eletroeletronicos apenas uma trabalha com manutencao de fragmentadora a empresa oliservicesendo assim encaminho a ca para ciencia e deliberacao o orcamento em anexo da empresa informada valor do conserto r 43000;430.00;97.66;4.40;2020;prro
9;aquisicao de sifao spud base e acabamento de registro de gaveta necessarios para banheiros da pgr;415.57;94.40;4.40;2018;
17;cano de cobre utilizado na instalacao de ar condicionado na sala do cftv;304.50;69.39;4.40;2021;prac
12;compra de pendrive 16 gb  06 unidades;210.00;47.87;4.40;2016;
12;2 reatores para lampadas vapor metalico 1 te de  polegada 1 nipel roscavel de  polegada 1 fita teflon 18x10 mts 1 torneira de jardim adquiridos para manutencao eletrica e hidraulica da unidade;156.31;35.65;4.40;2017;
6;materiais eletricos para atender a inauguracao da prmnasao goncalo;399.20;91.11;4.40;2017;
3;o aparelho de ar condicionado da sala de equipamentos da prmpfundo apresentou problemas e precisou ser substituido com urgencia pois necessita ficar ligado dia e noite;440.00;100.45;4.40;2019;prrs
16;servicos de conserto de refrigerador electrolux dfn42;350.00;79.96;4.40;2021;prrj
17;aquisicao de 01 valvula de retencao vertical dn 4 necessaria par d instalacao do sistema de bombeamento da rede de aguas pluviais da pgr;439.00;100.41;4.40;2021;pgr
2;complementacao aos materiais destinados ao combate do covid19;373.98;85.56;4.40;2020;prr1 regiao
1;produtos para setor de arquivos nao cobertos por licitacao;213.00;48.76;4.40;2019;prmt
10;112 metros quadrados de vidro laminado 4x4 bronze;280.00;64.18;4.40;2016;
17;instalacao de uma nova bomba no poco do elevador e barbante para a subcoordenadoria juridica por havia falta deste material;397.50;91.14;4.40;2018;
12;compra de reator 40 w bivolt  12 unidades;300.00;68.79;4.40;2016;
10;confeccao de banner para coletiva de imprensa;225.00;51.59;4.40;2018;
14;possibilitar plantio de especies vegetais nos vaos dos bancos do terraco do 3 andar recuperacao de parte do telhado verde;337.35;77.37;4.40;2019;prr4 regiao
10;joelho rosca e tela nylon;118.40;27.15;4.40;2016;
15;reparo e manutencao no portao da recepcao;300.00;68.84;4.40;2020;prrj
2;compra de alcool gel para retorno as atividades presenciais na procuradoria;488.00;111.99;4.40;2020;prr4 regiao
18;material de manutencao predial para uso na prpb;264.50;60.71;4.40;2021;prpb
3;locacao de 04 pecas escoramento com 46 m durante 300 dias;420.00;96.49;4.40;2016;
3;servico de scaner de mapas;313.99;72.19;4.30;2016;
2;compra de saboneteira recipiente para alcool em gel para a prm luvas para o atendimento pulverizador para uso de alcool liquido na prm e nos veiculos oficiais;335.88;77.26;4.30;2020;prsc
16;manutencao da bomba schineider;474.00;109.14;4.30;2016;
12;bulbo de lede;282.00;64.97;4.30;2016;
17;material hidraulico e eletrico para manutencao predial  uso no auditorio;304.05;70.07;4.30;2018;
3;servico de scaner de mapas;313.00;72.19;4.30;2016;
9;10 dez pratos para vaso de planta 36cm material utilizado para substituicao dos pratos quebrados;265.00;61.12;4.30;2016;
2;material necessario para dar cor ao efeito de luz no eventosemana nacional de mobilizacao contra o trafico de pessoas;374.00;86.39;4.30;2018;
6;aquisicao de 20 facas de cozinha bandeja inox e 10 copos de vidro para uso na copa da prm blumenau;291.90;67.52;4.30;2020;prsc
15;conserto das fechaduras eletronicas do tipo portao eletronico que estao instalados no portao de acesso de pedestres da prm feira garantindo mais seguranca estava sendo necessario abrir manualmente;350.00;81.08;4.30;2019;prba
17;locacao de caixas de som mesa de som e microfones;300.00;69.57;4.30;2016;
5;itens em falta ou prestes a acabar necessarios para o atendimento odontologico;399.60;92.68;4.30;2018;
18;material para manutencao predial;261.76;60.71;4.30;2019;prr5 regiao
7;contracao de empresa especializada em instalacao de tubulacao de gas glp para atender a cozinha do anexo ii da prrr;450.00;104.50;4.30;2018;
17;servicos de mao de obra remanejamento de 06 ramais com extensao e identificacao de ramais disponiveis no dg;490.00;114.03;4.30;2016;
17;p realizacao de manutencoes eletricas na prsc;398.16;92.78;4.30;2019;prsc
10;aquisicao de 19 copos 264ml 8 pecas de prato raso 23cm 10 pecas garfo mesa tramontina e 6 pecas garfo bolo todos para uso na copa da prm blumenau;250.64;58.48;4.30;2019;prsc
1;memorando n482019smprdfprdf000039132019que solicita e justifica a  contratacao dos servicos de instalacao do compressor csd930220vschulzser realizada por assistencia tecnica especializada;580.00;135.40;4.30;2019;prdf
19;substituicao de reatores para lampadas fluorescentes danificados;308.24;71.99;4.30;2018;
6;materiais eletricos para atender a inauguracao da prmnasao goncalo;390.00;91.11;4.30;2017;
16;aquisicao de fechadura para portao de aco aquisicao tubos e conexoes para corrigir possivel vazamento de agua nas dependencias desta prmipatinga;286.00;66.83;4.30;2021;prmg
4;necessidade de aquisicao  de  materiais  odontologicos cujo  valor  total  e  baixo  e  portanto  nao  desperta  o  interesse  das dentais    empresas  especializadas  na  comercializacao  desses  materiais    a participarem   de   processos   licitatorios   nem   mesmo   de   apresentarem orcamentos a prr1no primeiro trimestre de 2021 a pgr tentou realizar umprocesso de registro de precos em ata para a compra desses materiais entreoutros que restou deserto;410.00;95.85;4.30;2021;prr1 regiao
17;prestacao de servico de manutencao corretiva das cameras de cftv com substituicao de cabeamento defeituoso fixacao das cameras e limpeza das lentes na prmnasjm;399.00;93.39;4.30;2017;
16;servico de pequena monta de manutencao de bomba dagua necessaria para fornecimento de agua para a sede da pres;450.00;105.41;4.30;2020;pres
19;aquisicao de 2 rolos de manta asfaltica aluminizada autoadesiva 50cmx10m para efetuar testes de estanqueidade no terraco do 3 andar;249.80;58.52;4.30;2018;
3;compras realizadas para atender ao treinamento da area fim  curso de ciberseguranca para membros do mpf de todo o brasil;433.06;101.69;4.30;2019;prmg
17;execucao de servico de conserto do portao eletronico da prm;330.00;77.59;4.30;2019;prrj
3;pagamento realizado em atendimento ao despacho 64582018 da secretaria estadual;300.00;70.56;4.30;2018;
12;aquisicao de tomada de sobrepor para uso na prm;189.05;44.48;4.20;2017;
17;aparelho de ar condicionado da sala do cpd apresenta forte barulho unidade externa caso falhasse exporia equipamento a possibilidade de avarias;385.00;90.61;4.20;2020;prrs
2;medida preventiva para elevar a seguranca na unidade;330.00;77.73;4.20;2018;
9;aquisicao de 02 luvas de uniao em pvc soldavel dn 75 mm necessarias a manutencao das instalacoes hidraulicas da pgr;270.00;63.68;4.20;2020;pgr
1;material utilizado na obra para inauguracao da prm de sao goncalo;274.90;64.96;4.20;2017;
17;autorizado pelo coordenador de administracao para aquisicao de reguas de tomada para ligacao de um nobreak online para estabilizar servidores de rede na prr5;291.44;68.88;4.20;2019;prr5 regiao
12;compra de pino adaptador com aterramento  18 unidades;112.04;26.50;4.20;2016;
17;material instalacao sinalizador saida de garagem force linecampainha musical sfio 3297 fame para guarita;356.00;84.24;4.20;2021;prba
12;compra de pino adaptador com aterramento  18 unidades;112.00;26.50;4.20;2016;
15;substituicao de valvula e mecanismo de caixa acoplada  banheiro masculino porta cadeado e cadeado para armario g1  torre 4;215.80;51.08;4.20;2018;
4;despesa de pequeno vulto nao passivel de planejamento;375.00;88.81;4.20;2018;
13;servico de montagem de mobiliario;280.00;66.41;4.20;2016;
12;placa controladora para maquina de gelo;310.00;73.55;4.20;2016;
15;necessidade urgente de substituicao dos puxadores das portas de vidro da entrada da rua do rosario;300.00;71.27;4.20;2019;pres
12;registro esfera pvc sold 3 e canaleta s x 3;133.80;31.80;4.20;2016;
18;carregador de pilhas para uso em evento no auditorio;245.10;58.32;4.20;2018;
18;controles e pilhas para o portao eletronico;228.00;54.27;4.20;2018;
13;confeccao de 07 carimbos;292.00;69.55;4.20;2016;
17;manutencao de aparelho de ar condicionado em carater de urgencia que atende a sala do servidor de rede;400.00;95.39;4.20;2017;
13;necessidade de atualizacao das placas de identificacao dos andares da prsc;385.00;91.85;4.20;2019;prsc
3;autorizado pelo coordenador de administracao com anuencia do secretario estadual;414.50;98.98;4.20;2021;prro
12;bucha fix broca videa e torneira filtro;143.75;34.33;4.20;2016;
6;para suprir a necessidade de acessibilidade do servidor yuri garcia furtado;345.00;82.56;4.20;2018;
14;vidro fixo temperado para colocacao na recepcao da prm blumenau;285.00;68.20;4.20;2020;prsc
17;materiais para instalacao de bebedouros;370.36;88.71;4.20;2019;prr3 regiao
17;pagamento de prestador de servicos de adequacao eletrica no cpd;360.00;86.34;4.20;2019;prmt
3;necessidade da secao de seguranca organica e transporte bem como da brigada de incendio em aprimorar os hidrantes da prms com esguichos regulaveis ante a constatacao em vistoria de ausencia de alguns esguichos nas caixas dos hidrantes da prms;450.00;107.97;4.20;2019;prms
3;digitalizacao de 21 mapas em tamanhos variadosa digitalizacao do mapas foi solicitada pelo gabinete da procuradora da republica drasabrina menegario para instrucao de autos a referida  digitalizacao nao tem como ser efetuada nas multifuncionais desta unidade pois sao mapas de tamanhos superiores ao a4  capacidade de digitalizacao de nossas maquinas;240.00;57.67;4.20;2020;prsp
14;aquisicao de uma porta sanfona para uso no banheiro do terreo do edificio sede da prpr e uma lata tinta para uso na porta de reunioes da lava jato;276.80;66.58;4.20;2019;prpr
2;tratase de aquisicao de material para adequar a procuradoria da republica em itajai a medidas de combate ao covid 19;356.00;85.67;4.20;2020;prsc
15;troca de 4 fechaduras com chave por fechadura biometricas nos 2 gabinetes cpd e sala de arquivo da nova sede prm barreiras;480.00;115.53;4.20;2019;prba
4;ausencia de fornecimento do material pela contratada de coepeiragem;343.45;82.73;4.20;2019;prrj
6;materiais eletricos para atender a inauguracao da prmnasao goncalo;378.00;91.11;4.10;2017;
17;substituicao de 01 aparelho de ar condicionado e manutencao de outro aparelho imprescindivel para evitar superaquecimento equipamentos de informatica na sala;460.00;110.87;4.10;2019;prrs
0;passagem de balsa para veiculo oficial em diligencia ao municipio de salvaterra;189.62;45.70;4.10;2018;
6;aquisicao de 3 cafe para continuidade do atendimento a demanda de disponibilizacao de cafe na prsc durante o mes de agosto demanda essa proveniente da secretaria estadual da unidade;381.42;92.15;4.10;2021;prsc
16;servico de troca de piso com fornecimento de materiais para prm de londrina;300.00;72.52;4.10;2019;prpr
2;protecao contra a covid19 na prrs;439.56;106.28;4.10;2020;prrs
17;autorizacao coordenador de administracao para aquisicao de reguas de tomada para ligacao de nobreak online para estabilizar servidores de rede na prr5;291.44;70.65;4.10;2019;prr5 regiao
6;instalacao de timers nas maquinas de cafe;315.00;76.37;4.10;2021;prrs
3;necessidade urgente de conserto do portao automatico que da acesso a garagem da sede da prmpicos para que a unidade nao ficasse exposta a riscos maiores de um eventual furto ou invasao;375.00;91.00;4.10;2018;
9;aquisicao dos tubos e registros de gaveta para manutencao das valvulas redutoras de pressao da pgr cimento para manutencao no acabamento das paredes da pgr e impermeabilizacao do anexo 3;341.62;82.92;4.10;2020;pgr
18;materiais para uso manutencao predial;249.90;60.71;4.10;2018;
16;atender demanda urgente  da assessoria de cerimonial da pgr;427.50;104.00;4.10;2017;
16;conserto de bomba de agua instalada no predio da prm foz do iguacu necessidade de manter o fornecimento de agua para os banheiros copa e bebedouros do predio;430.00;104.72;4.10;2018;
6;suprimento maquina rotulador curso na prsc;304.20;74.08;4.10;2019;prsc
8;p realizacao de reparo da forracao de uma mesa da prsc;318.60;77.68;4.10;2020;prsc
7;compra emergencial de oxigenio medicinal recarga de 03 cilindros m3;330.00;80.48;4.10;2021;pgr
12;"ponta de prova hikari hk
baloon 1 cat 5
fonte chaveada 12v 15a
fonte chaveada 12v 2a";258.00;62.98;4.10;2016;
5;aquisicao de cartucho para atender a dea na possuimos em estoque;270.00;65.95;4.10;2018;
1;atendimento ao pedido de alocacao de jarras de inox no gabinete do procurador da republica alisson nelicio cirilo campos;266.00;64.98;4.10;2019;prsc
4;conserto do portao da garagem troca do rolamento de roldana o  servico  e  urgenteimprevisivel e excepcional pois nao havia como prever que a peca quebraria e a substituicao da mesma e necessaria pois e essencial para a abertura do portao e pode emperrar a qualquer momento pois encontrase muito danificada sendo necessaria a troca imediata;300.00;73.32;4.10;2020;prsp
3;fitas de afericao de glicemia capilar utilizacao na semana de conscientizacao sobre pressao arterial na prr4;340.00;83.11;4.10;2018;
5;para uso no consultorio medico;211.98;51.84;4.10;2018;
7;aquisicao de 01 regulador de pressao e 02 niples necessarios para manutencao no sistema de glp da pgr;446.84;109.35;4.10;2021;pgr
15;fornecimento e substituicao de duas porcas acionadoras do portao eletronico da garagem da pres;240.00;58.73;4.10;2018;
14;necessidade de quadro de atividades;328.00;80.28;4.10;2018;
5;guardanapo e copo descartavel;201.28;49.28;4.10;2016;
10;gesso em po;252.00;61.71;4.10;2016;
14;protecao dos moveis para doacao no estacionamento da sede antiga;320.00;78.40;4.10;2019;prrs
13;aquisicao de produto para uso na prm blumenau;275.00;67.41;4.10;2021;prsc
16;as duas bombas perifericas as quais servem para encher as caixas dagua do edificio apresentaram defeito apenas uma bomba podia ser consertada;256.96;62.99;4.10;2020;prrn
6;a empresa morada responsavel pelo contrato de copeiragem da prrj nao entregou os materiais para o mes de janeiro2019;515.20;126.44;4.10;2019;prrj
12;28m de corrente 65mm;223.86;54.94;4.10;2016;
19;lampadas para substituicao das que se encontram queimadas e material para acabamento da parte eletrica;302.20;74.19;4.10;2018;
10;02 vedacit 01 max balde pi concreto 12 litros 39510 max broxa 5500 madeira fio pt pequena astra assento almof tpkas br1 branco;153.60;37.74;4.10;2016;
15;adesivo perfurado para a porta de vidro da entrada;250.00;61.54;4.10;2019;prpb
6;a necessidade de atender demandas de manutencao desta prmniteroi e considerando que no almoxarifado da prrj nao dispoe dos materiais que ora sao demandados;306.80;75.57;4.10;2017;
12;adubo 082020 sacos com 50 kg  03 unidades;210.00;51.73;4.10;2016;
16;aquisicao de guarnicao para tampo de granito para pia do 15 andar;275.00;67.76;4.10;2018;
13;necessidade da brigada de incendio da prms em divulgar nos diversos setores e gabinetes da unidade os mapas de emergencia rotas de fuga;340.00;83.83;4.10;2019;prms
4;produto de pequeno vulto e de necessidade urgente;265.00;65.35;4.10;2021;prro
17;necessario a adaptacao das instalacoes de cabeamento de comunicacao o que requer a aquisicao de algumas pecas entre as quais 4  cabos hdmi e quatro conectores hdmi;340.00;83.86;4.10;2019;prba
6;clorup cloro estab;236.00;58.26;4.10;2016;
16;aquisicao de material de manutencao predial para uso no edificiosede da prmsantarem;322.20;79.54;4.10;2019;prpa
14;p pintura de sala na prsc;405.44;100.21;4.00;2019;prsc
6;pen drive atender ao gabinete de procurador e demais itens de limpeza para suprir a necessidade deste orgao em razao da empresa contratada nao estar fornecendo;396.75;98.11;4.00;2018;
16;lampadas led para memorial assento banheiro feminino torre 1 andar 6 interruptor reservas;313.50;77.55;4.00;2018;
16;manutencao na sede da prpi;282.80;69.95;4.00;2018;
14;placa computador e placa processadora;300.20;74.36;4.00;2016;
10;locacao de 30 mesas 100 cadeiras e 25 toalhas;265.00;65.66;4.00;2016;
6;necessidade de compra de po de cafe e acucar da prmvarginha devido ao fato de a prmg nao estar mais enviando tais itens para as prms;380.43;94.34;4.00;2021;prmg
4;"06 un pilha alcalina palito aaa  
01 un pilha alcalina pequena aa";185.60;46.03;4.00;2016;
10;troca de cabo de aco do mastro da bandeira;220.00;54.56;4.00;2019;prsp
7;pagamento de fatura 112019 e estoque;390.00;96.87;4.00;2019;prmt
3;para uso na campanha outubro rosa de iniciativa do mpf;244.20;60.68;4.00;2017;
11;manta adesiva alum c10 cm x 10 mts;157.50;39.16;4.00;2016;
7;aquisicao de servicosmateriais sem contrato e sem arp;398.00;99.02;4.00;2019;prmt
4;"06 un pilha alcalina palito aaa  
01 un pilha alcalina pequena aa";185.00;46.03;4.00;2016;
6;suprir necessidade da prmg;290.00;72.24;4.00;2020;prmg
17;aquisicao de 05 aparelhos de controle remotos para abrir o portao eletrico da nova sede da prm bage situada a rua bento goncalves 455;295.00;73.55;4.00;2019;prrs
10;compra de parafusos buchas e brocas para uso no dia a dia;133.61;33.33;4.00;2018;
0;substituicao de bateria de veiculo oficial;280.00;69.93;4.00;2019;prrj
6;conforme historico das pendencias contratuais da contratada riomix relatadas inicialmente na comunicacao interna n 902019 prmcpqsp000138112019 especialmente a nao entrega de material de limpeza e higienizacao no mes de novembro encontrase esta prm em estado de total falta de produtos para a continuidade adequadado contrato n 502017outrossim a contratada nao entregou a remessa de material do mes de dezembro intensificando nossa necessidade de compra emergencial dosprincipais produtos de limpeza por pelo menos mais uma semana no aguardo da contratacao do segundo colocado no certame;440.00;109.90;4.00;2019;prsp
13;"aquisicao de borrachas para carimbos automaticos de servidores
";330.00;82.48;4.00;2018;
6;necessidade de servico emergencial de diagnostico seguido de conserto do sistema eletrico interno da prmflorianopi que estava ocasionando o nao funcionamento da bomba de agua do sistema hidraulico interno o que representava risco de desabastecimento de agua na procuradoria bem como aumento do valor da fatura de agua o pagamento atual representa 50 cinquenta por cento do valor total da prestacao de servicos conforme valor contido na solicitacao da coordenacao da unidade prmflrpi00032882021  integra  complementar destinandose o proximo suprimento de fundos concedido a esta unidade ao pagamento do restante do valor devido ao prestador do servico;358.00;89.50;4.00;2021;prpi
7;contratacao de prestacao de servicos para reparo na prm picos;400.00;100.05;4.00;2017;
6;aquisicao de material de copa em razao do fornecimento nao estar sendo realizado por contratada;379.70;95.04;4.00;2019;prrj
11;aquisicao de fita dupla face suporte para extintor chave phillips buchas e abracadeiras;125.00;31.35;4.00;2016;
5;itens em falta ou prestes a acabar necessarios para o atendimento odontologico;369.30;92.68;4.00;2019;prrj
1;para atender necessidades apontadas pelo demandante no prro000044312021;360.00;90.41;4.00;2021;prro
16;aquisicao e substituicao de bomba dagua de bebedouro marca smaltec;260.00;65.29;4.00;2018;
0;suprimento de fundos aberto em razao da necessidade de lavagem periodica do veiculo da prmgua tendo em vista que na cidade nao ha estabelecimentos que aceitem o cartao de gestao da frota good card;400.00;100.46;4.00;2018;
19;reparo de um modulo do gradil frontal atingido por uma arvore;300.00;75.49;4.00;2020;prr4 regiao
17;ar condicionado da subcoordenadoria juridica pi 22016863 parou de funcionar;380.00;95.72;4.00;2018;
9;aquisicao de kit de reparos para caixa acoplada para bwc da prpr;230.00;57.98;4.00;2019;prpr
3;em virtude da necessidade de servico e do fato de almoxarifado nao possuir esse material;349.90;88.21;4.00;2018;
17;atender demanda urgente que consiste na manutencao de equipamento de ar condicionado utilizado na sala da assessoria desta prmipatinga;350.00;88.52;4.00;2021;prmg
14;aplicacao de pelicula insulfilme fume nos vidros 200 x 128m e 158 x 128m da guarita do mpf em vitoria da conquistapelicula fume profissional de poliester com 03 anos de garantia;379.60;96.01;4.00;2021;prba
13;para a confeccao de mais dois bancos de madeira para o terraco;227.20;57.48;4.00;2019;prr4 regiao
1;servico de locacao de tenda modelo circo tamanho 20x11 para evento promovido pelo exmo procurador da republica julio jose araujo junior realizado no dia 01102019 em nova iguacu;300.00;75.92;4.00;2019;prrj
17;servico de conserto de 2 microondas;316.00;79.99;4.00;2020;prrj
17;materiais para manutencao eletrica da recepcao do cidadao;214.56;54.34;3.90;2019;prrr
19;substituicao de lampadas e sensores;274.26;69.47;3.90;2019;prsp
12;bombona 20 litros  6 unidades;210.00;53.27;3.90;2016;
12;"mangueiras agua 34  8 metros
espigao macho 34 x 34  2 pecas
abracadeira sem fim 14 mm  2 pecas";220.00;55.82;3.90;2016;
13;plotagens e correcao de placas;338.00;85.78;3.90;2019;prr4 regiao
19;compra de lampadas emergencialmente devido a falta em estoque;272.50;69.18;3.90;2018;
7;aquisicao de materiais sem contrato e sem arp;389.55;99.02;3.90;2019;prmt
17;materiais eletricos;245.98;62.53;3.90;2021;prba
3;servico de pintura do espaco fisico utilizado pela prmpalmeira das missoes junto a justica federal da mesma cidade;300.00;76.30;3.90;2019;prrs
4;esgotamento das fossas da unidade nao ha contrato vigente demanda pode afetar o funcionamento da prro;280.00;71.22;3.90;2020;prro
16;manutencao corretiva de janela de dois gabinetesa prm marilia nao dispoe de contrato de manutencao predial;350.00;89.05;3.90;2019;prsp
16;compra de ralos com fecho para adequacao do restaurante as normas sanitarias;267.75;68.18;3.90;2019;prr4 regiao
1;aquisicao de garrafa termica em inox 20 litros para atendimento a audiencia publica realizada pela prmparagominas;268.00;68.28;3.90;2017;
12;chaleira 2o inox prata  2 unidades;174.60;44.57;3.90;2016;
17;solicito sejam adquiridos os materiais   com o objetivo de manutencao nas instalacoes deste predio;290.30;74.11;3.90;2020;prrj
16;aquisicao urgente de materiais necessarios a impermeabilizacao das janelas do anexo 2;360.00;91.91;3.90;2019;pgr
15;execucao de servico de manutencao corretiva em porta de vidro da pres com troca de toda a ferragem da base da porta;250.00;63.93;3.90;2019;pres
7;conserto de fragmentadora p disponibilizacao do equipamento a setranprsc;350.00;89.58;3.90;2019;prsc
12;praio caixa praio tampa haste terra conector e cabo cobre;179.50;45.96;3.90;2016;
0;10 lavagens de veiculos oficiais;350.00;89.69;3.90;2016;
1;combustivel para deslocamento em barco cedido na zona rural do municipio de anajas;440.01;112.81;3.90;2020;prpa
3;em face da campanha outubro rosa destinada a prevencao do cancer de mama encampada por esta instituicao e que neste ano fez parte das comemoracoes da semana do servidor;315.00;80.82;3.90;2018;
5;salgado refrigerante guardanapo e suco;152.00;39.00;3.90;2016;
16;material para uso copa g1  torre 4;207.20;53.18;3.90;2021;prsc
10;fechaduras ganchos e batentes de silicone;194.80;50.12;3.90;2016;
0;oleo sintetico e filtro de oleo para a viatura s10 kyz7736;290.00;74.62;3.90;2019;prrj
13;130 copias a3 digital color 49 copias a3 digital pb;250.00;64.44;3.90;2016;
7;compra de itens para copa engenharia e gab do pc;269.80;69.55;3.90;2018;
17;capacitor 50 x 6 2;180.00;46.43;3.90;2016;
4;para substituicao da carga de bateria que finalizou;259.00;66.86;3.90;2018;
13;copias de chaves variadas;176.00;45.49;3.90;2018;
13;copias de chaves para atender demanda;176.00;45.49;3.90;2021;prr4 regiao
19;revisao de 08 pontos de rede logica e substituicao de 01 reator eletrico por 02 lampadas de led;280.00;72.44;3.90;2019;prba
3;o motivo da compra foi a deteriorizacao dos materiais presentes e considerando a manutencao preventiva no estado foi solicitado pelo eng fabio de flp a aquisicao para posterior troca quando a empresa contratada passar por esta prm;328.03;84.94;3.90;2021;prsc
5;solicitacao de medicamentos de para o setor medico;268.36;69.49;3.90;2019;prpb
5;compra emergencial para odontologia;512.00;132.68;3.90;2020;pgr
6;of circular n 432020caprsc de 27042020;400.29;103.84;3.90;2020;prsc
4;pequeno vulto necessidade imediata e nao planejavel;295.00;76.59;3.90;2021;prro
0;motor weg w 22;279.00;72.46;3.80;2016;
14;suportes necessarios para a bancada do restaurante;273.00;70.91;3.80;2019;prrs
8;aquisicao de areia cimento e madeirite para realizacao de obra na calcada da rua debret;386.40;100.44;3.80;2016;
17;aquisicao de materiais para remanejamento da interligacao dos reservatorio superiores da prrj;357.96;93.21;3.80;2019;prrj
9;jarra inox 20l c tampa 188 artinox;268.32;69.88;3.80;2016;
6;necessidade da prmbarra;297.28;77.48;3.80;2019;prmt
7;reposicao de gas de cozinha e aquisicao de botijao extra;270.00;70.39;3.80;2018;
17;materiais para instalacoes no restaurante;213.80;55.77;3.80;2019;prrs
2;aquisicao de 15 mascaras face shield para uso de servidores devido a pandemia;270.00;70.46;3.80;2020;prpr
10;capa p cobrir automoveis 2;227.80;59.45;3.80;2016;
10;mao franc reforc 8 e parafuso auto atar 2;104.58;27.29;3.80;2016;
7;demanda por material nao disponivel em almoxarifado para ser instalado na prm corumba necessidade de sinalizar saida de veiculos;400.00;104.50;3.80;2018;
16;contratacao de servicos hidraulicos na prmvarginha tendo em vista a ocorrencias de varios vazamentos;388.33;101.47;3.80;2019;prmg
4;para atender demanda de pequeno vulto;250.00;65.35;3.80;2021;prmg
4;servico de pequeno vulto e urgente;250.00;65.35;3.80;2021;prro
8;aquisicao de uma lata de tinta de 16 litros metalatex bianco sereno e de uma lata de massa corrida 18 litros metalatex para pintura das paredes internas da prm de sao joao de meriti;316.94;82.88;3.80;2016;
0;lavagem de veiculos blazer e sw4;380.00;99.41;3.80;2016;
10;parafuso chipboard 5;70.00;18.32;3.80;2016;
4;pilha alcalina pequena;199.90;52.36;3.80;2016;
4;nao ha em estoque na selog apos verificacao do catalogo;267.89;70.18;3.80;2017;
4;orientada pelo coord de adm da prrj solicitamos  a abertura de suprimento de fundos no valor de r 100000 uma vez que a empresa graupp nao estava realizando a entrega de materiais;347.35;91.01;3.80;2018;
17;servicos de reparo em aparelho de ar condicionado;370.00;96.96;3.80;2017;
4;aquisicao de pequena monta;450.00;118.04;3.80;2018;
4;aquisicao emergencial de pequena monta;450.00;118.04;3.80;2020;prmt
9;aquisicao de pote casca de pinus e grama com pote para uso em vaso no segundo andar do predio sede da prpr;363.30;95.33;3.80;2020;
9;aquisicao de pote casca de pinus e grama com pote para uso em vaso no segundo andar do predio sede da prpr;363.30;95.33;3.80;2020;prpr
2;aquisicao de mascaras descartaveis e reutilizaveis luvas descartaveis e reutilizaveis para uso de terceirizados e servidores da prm blumenau;309.25;81.20;3.80;2020;prsc
18;aquisicao de pilhas;160.00;42.04;3.80;2016;
7;manutencao de utensilio carrinhos da copa de carga e descarga da prpi;240.00;63.17;3.80;2017;
19;compra solicitado pela selog;240.00;63.20;3.80;2018;
