Cluster_ID;Descricao_Item;Preco_Pago;Preco_Referencia;Teto_Estatistico;Perc_Excesso;ano;unidade_gestora
1;pericia antropologica  posto nao credenciado para abastecimento com cartao corporativo;211.00;11.60;134.35;57.05;2018;
2;mascara de protecao resp pff2 azul;599.50;93.80;381.85;57.00;2020;pgr
0;autorizado pelo secretario estadual;660.00;90.00;421.55;56.57;2021;prro
17;adaptacao do sistema de alimentacao de gas do fogao do restaurante instalacao do fogao em si;650.00;90.00;415.15;56.57;2019;prrs
12;aquisicao de cabo flexivel para componentes eletricos;290.00;31.00;185.55;56.29;2021;prac
2;aquisicao emergencial de produtos de limpeza necessarios a prestacao dos servicos conservacao e higienizacao desta prm conforme autorizado pela exma procuradorachefe despacho prpr000440922018;596.13;93.80;381.85;56.12;2018;
8;vidro para colocacao de quadro branco na secretaria estadual da prsc e fixador de espelho p colocacao de espelhos em banheiros da prsc;388.00;50.00;248.54;56.11;2019;prsc
1;aquisicao de passagens de balsa e viatura e passageiros para cumprimento de diligencia com procurador da republica e assessoria em viagem ao municipio de gurupa no arquipelago do marajo;209.71;11.60;134.35;56.09;2017;
17;detector de metal com defeito;648.00;90.00;415.15;56.09;2018;
14;reforma e pintura de portas e armarios da copacozinha da prm monteiro;600.00;69.98;384.90;55.88;2019;prpb
2;para companhia social tampinha legal seja solidario sua tampinha faz a diferencatratase de um projeto social que tem por objetivo esse ciclo virtuoso do plastico a tampa passara por todo o processo de reciclagem e essa tampinha vai voltar a ser tampinha novamente;595.00;93.80;381.85;55.82;2021;prr1 regiao
9;aquisicao de tubos de cobre isolantes e fita aluminizada para instalacao de equipamento de ar condicionado no anexo 3 da pgr;319.18;42.00;204.85;55.81;2018;
19;substituicao de lampadas fluorescente por lampadas led com retirada de reatores em doze luminarias;480.00;71.00;308.73;55.48;2021;prba
10;4 quatro galoes de tinta acrilica 1 um rolo 1 uma trincha 212 1 uma trincha 3 1 um galao de tinta esmalte material utilizado para demarcacao do estacionamento externo e para pintura dos mastros;282.60;34.55;181.78;55.46;2016;
3;aquisicao de material para atender  a divisao de engenharia e arquitetura;621.00;74.90;399.45;55.46;2019;prrj
8;aquisicao de areia cimento e madeirite para realizacao de obra na calcada da rua debret;386.40;50.00;248.54;55.46;2016;
17;durante manutencao corretiva realizada pela empresa tecnoklima ata de registro de precos 1a2019 constatouse a necessidade de troca da placa eletronica controles do split instalado na sala de reunioes 33016890 em razao de que nao esta resfriando;645.00;90.00;415.15;55.37;2019;prsc
2;compra de material de expediente para limpeza e conservacao da prrr;593.00;93.80;381.85;55.30;2021;prrr
4;compra urgente pois o vidro estava trincado amecando quebrar a qualquer momento alem disso a compra foi necessaria pois nao havia no estoque da selog da prpb;550.00;67.26;355.00;54.93;2018;
9;tabuleiro bomboniere taca inclinada bandeja garfo e vaso de vidro;317.17;42.00;204.85;54.83;2016;
12;150 unidades de bolo de arroz  150 unidades de bolo de queijo e 150 unidades de esfirra de carne;286.50;31.00;185.55;54.41;2016;
12;"produtos de eletrica para atender a prm petropolis
fita isolante para atender ao servico de eletrica nesta prrj";286.40;31.00;185.55;54.35;2017;
9;carburador cortador de grama e mola da partida 55 65 hp;316.00;42.00;204.85;54.26;2016;
1;fornecimento de lanche para a 16 sessao do colegio de procuradores da republica da prmg;207.22;11.60;134.35;54.24;2018;
10;aquisicao de de dois numeros em aco inox 02 duchas hig viqua foz abs ref1160252 02 assentos sanit premium branco kroma 8324 duzias de abraclotus pt 36x250mm dz 04 bl de pilha extra media 2pc famastil 50 parafusos sext14x58 50 porcas newfix c 14ch716 sext zinc 20 suportes prateleira 8mm branco;280.20;34.55;181.78;54.14;2016;
1;inicio de funcionamento de novo gabinete de procurador regional da republica;207.00;11.60;134.35;54.08;2018;
10;servico de perfuracao em concreto 08 furos de 34 x 15 cm;280.00;34.55;181.78;54.03;2017;
10;acabamento adesivo e mascara de adesivo;280.00;34.55;181.78;54.03;2016;
10;112 metros quadrados de vidro laminado 4x4 bronze;280.00;34.55;181.78;54.03;2016;
7;contracao de empresa especializada em instalacao de tubulacao de gas glp para atender a cozinha do anexo ii da prrr;450.00;80.00;292.50;53.85;2018;
7;justificase a necessidade do conserto no aparelho de ar condicionado da sala do cpd da unidade tendo em vista que nao estava fazendo a funcao de refrigeracao bem como recarga de gas o conserto foi realizado para fins de seguranca dos equipamentos de informatica da procuradoria;450.00;80.00;292.50;53.85;2020;prpr
9;borracha para carimbo;315.00;42.00;204.85;53.77;2016;
16;material para colocar azulejo banheiro feminino t3 andar 3 e grampeador manutencao cadeira tecido;507.20;66.02;330.00;53.70;2018;
16;impermeabilizacao da laje do deposito do patrimonio materiais no deposito com risco de deterioracao devido a infiltracao;506.70;66.02;330.00;53.55;2018;
4;aquisicao de pequena monta;544.00;67.26;355.00;53.24;2018;
19;nao ha disponibilidade de estoque na selog;472.50;71.00;308.73;53.05;2021;prpb
7;aquisicao de 01 regulador de pressao e 02 niples necessarios para manutencao no sistema de glp da pgr;446.84;80.00;292.50;52.77;2021;pgr
4;aquisicao de material de biosseguranca para atendimento da prms e prms vinculadas em conformidade com a nota tecnica n 0012020seprms;540.00;67.26;355.00;52.11;2020;prms
12;bulbo de lede;282.00;31.00;185.55;51.98;2016;
2;compra de mascara protetor facial necessidade do servico;580.00;93.80;381.85;51.89;2020;prr4 regiao
13;confeccao de banner e copias de mapas;350.00;40.00;230.50;51.84;2017;
13;copias de plantas da obra da prpb;350.00;40.00;230.50;51.84;2021;prpb
13;banner para equipar sala de reunioes da prmnova friburgo;350.00;40.00;230.50;51.84;2018;
17;necessidade de manutencao da rede eletrica da unidade que estava apresentando constantes oscilacoes e ocasionando a queima frequente de lampadas para solucionar o problema era necessaria a aquisicao de dois dps e fios eletricos para realizar os aterramentos individuais dos dps instalados no quadro de distribuicao da unidade no total quatro;630.00;90.00;415.15;51.75;2021;prpi
17;necessidade de reparo e manutencao no aparelho split do gabinete do procurador da prm;630.00;90.00;415.15;51.75;2019;prpi
16;execucao de 8 furos nos tampos de granitos dos banhieros do terreo e segundo andar para colocacao de saboneteiras;500.00;66.02;330.00;51.52;2019;prr4 regiao
6;os materiais de limpeza para o mes de agosto nao foram entregues pela empresa atenasa ausencia de materiais de limpeza inviabiliza a execucao dos servicos de limpeza asseio e conservacaoalem disso a ausencia de alguns materiais compromete o protocolo de combate ao corona virus adotado pela prm;600.00;82.80;396.03;51.50;2020;prsp
6;material de limpeza e higiene para atender as necessidades da prm marilia a empresa contratada riomix nao realizou a entrega alem disso o contrato com a referida empresa esta sendo encerrado ja que ela descumpriu diversas clausulas contratuais e nao honrou os compromissos trabalhistas;600.00;82.80;396.03;51.50;2019;prsp
6;aquisicao de materiais de limpeza devido a nao entrega dos produtos pela contratada atenas;599.65;82.80;396.03;51.42;2020;prsp
9;substituicao valvula mictorio;310.00;42.00;204.85;51.33;2021;prsc
10;materiais utilizados nas obras para inauguracao da prm sao goncalo exceto manta e parafuso que foram utilizados no telhado da prrj;274.90;34.55;181.78;51.23;2017;
5;considerando a falha da empresa riomix a prm ficou sem papel toalha e foi necessario comprar de emergencia;518.00;75.55;343.00;51.02;2019;prsp
16;aquisicao de pecas hidraulicas necessarias a manutencao emergencial do imovel residencial;498.00;66.02;330.00;50.91;2019;pgr
14;"aluguel de uma tenda para abrigar pessoas na area externa do edificiosede da pgr em atendimento a solicitacao do chefe de gabinete da secretariageral da pgr senhor frederico augusto ribeiro 
";580.00;69.98;384.90;50.69;2018;
18;compra de coletor de pilhas e baterias  02 unidades;344.40;48.00;228.78;50.54;2016;
7;demanda oriunda da prm corumba aparelho purificador de agua marca europa parou de funcionar repentinamente requerendo manutencao imediata sob risco de aumentar o consumo de galoes de agua;440.00;80.00;292.50;50.43;2017;
1;compras realizadas para atender a 17 sessao do colegio de procuradores da prmg;201.85;11.60;134.35;50.24;2019;prmg
3;placas de identificacao dos exprocuradoreschefe da prsc que ainda nao constam do mural de homenagem situado no memorial da referida procuradoria;600.00;74.90;399.45;50.21;2020;prsc
3;permitir melhor utilizacao dos smartphones durante as reunioes de trabalho;600.00;74.90;399.45;50.21;2021;prr1 regiao
8;p realizacao de reparo na base das cadeiras do miniauditorio que estao bambas;373.08;50.00;248.54;50.11;2019;prsc
5;compra emergencial para enfermagem;513.92;75.55;343.00;49.83;2018;
12;envelope saco 24 x 34 e 18 x 25 para atender a demanda do orgao;277.00;31.00;185.55;49.29;2017;
5;compra emergencial para odontologia;512.00;75.55;343.00;49.27;2020;pgr
2;aquisicao de lona para protecao da laje da cobertura da prr5 na infiltracao;570.00;93.80;381.85;49.27;2017;
15;aquisicao de pecas para manutencao de portao eletronico de controle remoto e de puxadores para porta de acesso a area externa;400.00;63.63;268.50;48.98;2018;
1;foi necessario a contratacao de mao de obra para desmontagem dos moveis armazenados na justica federal de guajara mirim para transportalos na van ate a prro;200.00;11.60;134.35;48.86;2018;
1;visita tecnica referente oonfiguracao da disa;200.00;11.60;134.35;48.86;2017;
1;cartoes de apresentacao para procuradores;200.00;11.60;134.35;48.86;2021;prr4 regiao
1;"coffee breack
evento conversando com o secretario geral 
data 08082017";200.00;11.60;134.35;48.86;2017;
10;tela soldada practica 5x100 mm  22 undades;269.50;34.55;181.78;48.26;2016;
12;conectores rj45 macho cat6 para instalacao de infraestrutura wifi;275.00;31.00;185.55;48.21;2019;prrj
5;aquisicao de diversos produtos para uso e suprimento da prm blumenau;507.60;75.55;343.00;47.99;2021;prsc
13;necessidade da brigada de incendio da prms em divulgar nos diversos setores e gabinetes da unidade os mapas de emergencia rotas de fuga;340.00;40.00;230.50;47.51;2019;prms
1;aquisicao de 3 carimbos com mecanismo de almofada interna para o procurador fabio venzon tendo em vista ter sido designado para a funcao de procurador regional eleitoral;198.00;11.60;134.35;47.38;2019;prr4 regiao
12;aquisicao de cabo otico para instalacao de  switches de fibra otica material nao disponivel no almoxarifado;272.94;31.00;185.55;47.10;2018;
13;identificacao das chaves na prmg;339.00;40.00;230.50;47.07;2021;prmg
4;aquisicao de pequena monta;522.00;67.26;355.00;47.04;2019;prmt
9;aquisicao de um cadeado 30mm 01 kit pbanheiro 5 pcs02 thinners eucatex01 esmalte hidra branco 01esmalte hidra branco 02  trinchas 3004 01 chuveiro lumar brqanco 01 ducha higienica engate 30 cm torneira 3040 14 rolo de espuma 5cm 01 lampada halogena 01 refletor taschibra 01 lampada fluorescente compacta02 rolos de espuma 23 cm;301.00;42.00;204.85;46.94;2016;
6;em carater de emergencial para suprir odontologia;581.01;82.80;396.03;46.71;2017;
2;4 unid  agua sanitaria4 unid  aromatizante 3 unid  lustra moveis6 cx  pt interf2 pacte  sabao em po1 pacte  desinfetante e sabonete;560.00;93.80;381.85;46.65;2016;
13;plotagens e correcao de placas;338.00;40.00;230.50;46.64;2019;prr4 regiao
9;aquisicao de assento sanitario para uso em banheiro de pessoas com necessidades especiais;299.90;42.00;204.85;46.40;2020;prrj
10;locacao de 30 mesas 100 cadeiras e 25 toalhas;265.00;34.55;181.78;45.78;2016;
5;material com estaque critico nao sendo possivel aguardar novo procedimento licitatorio conforme descrito documento da ssisnasaude;500.00;75.55;343.00;45.77;2017;
19;nao ha disponibilidade no estoque da selog;450.00;71.00;308.73;45.76;2021;prpb
6;aquisicao de kits  de reagente para o lacpgr informo que a nota  com data de 23102018 e o pagamento foi realizado somente no dia 24102018 por que a empresa tem e goiania  go;577.00;82.80;396.03;45.70;2018;
17;cordoes opticos necessarios para ligar os equipamentos da sala de servidores para a sala de telecomunicacoes;604.08;90.00;415.15;45.51;2019;prrj
17;instalacao de cftv na prm monteiro;604.00;90.00;415.15;45.49;2020;prpb
16;servico de pequena monta para recuperacao do forro da garagem;480.00;66.02;330.00;45.45;2020;pres
16;reposicao de peca do pabx;480.00;66.02;330.00;45.45;2021;prsp
16;aquisicao de 2 dois bracos para luminaria externa conforme detalhamento enviado a serralherias para iluminacao do passeio frontal do predio;480.00;66.02;330.00;45.45;2019;prr4 regiao
7;recarga de extintores;425.00;80.00;292.50;45.30;2016;
15;necessidade das prmserechim e santana do livramento;390.00;63.63;268.50;45.25;2020;prrs
15;demanda por servicos de revitalizacao de placas em acrilico as quais contem regramento de utilizacao do portico detector de metais nas recepcoes das unidades ministeriais do estado de ms;389.90;63.63;268.50;45.21;2017;
3;a substituicao da placa eletronica se faz necessaria pois a mesma apresentou problemas e deixou de funcionar nao existindo manutencao que a recupere sem a placa o portao tem que ser acionado manualmente para sua aberturafechamentoe devido ao seu peso elevado cerca de 300 kgs exige um esforco muito grande dos vigilantes responsaveis pela abertura e fechamento do citado portao a medida e excepcional pois nao epossivel prever quando esse equipamento apresentaria falhas dessa natureza durante seu uso normal alem disso o pedido e urgente pois o procedimento de abertura manual do portao alem de exigir um esforco fisico grande compromete a seguranca institucional visto que o tempo de abertura do portao aumenta e ha apenas um vigilante em servico para realizar o procedimento devido as medidas restritivas adotadas em funcao do enfrentamento ao covid19;580.00;74.90;399.45;45.20;2020;prsp
3;"nao ha contrato vigente para atender a presente demanda
trata de questoes   relacionadas   a   seguranca   da   instituicao";580.00;74.90;399.45;45.20;2018;
17;conclusao da montagem de novos equipamentos de som no auditorio e da sala de treinamento esta pendente somente dos cabos de interligacao;600.00;90.00;415.15;44.53;2019;prse
17;servico de readequacao eletrica para instalacao de dois aparelhos novos de ar condicionado nas salas do setor juridico e setor da asspad no mpfprmvitoria da conquistaba;600.00;90.00;415.15;44.53;2021;prba
4;adquirido conforme despacho 57282018 da secretaria estadual;512.80;67.26;355.00;44.45;2018;
5;aquis de termometro digital infravermelho md821 cbateria9viinclusa;495.00;75.55;343.00;44.31;2020;pgr
3;molduras destinadas a completar o mural de homenagens aos exprocuradoreschefe da prsc situado no memorail da referida procuradoria;575.00;74.90;399.45;43.95;2020;prsc
17;aquisicao de fitas de dados lto3 para backup;597.00;90.00;415.15;43.80;2017;
16;manutencao da bomba schineider;474.00;66.02;330.00;43.64;2016;
7;aquisicao de gas de cozinha;420.00;80.00;292.50;43.59;2021;prpb
5;compra para odontologia;492.00;75.55;343.00;43.44;2019;pgr
16;retoque da pintura do predio da prm instalacao eletrica para ligacao de ar condicionado conserto da pia do banheiro masculino no 2 andar limpeza dos ambientes da prm;472.93;66.02;330.00;43.31;2017;
13;"aquisicao de borrachas para carimbos automaticos de servidores
";330.00;40.00;230.50;43.17;2018;
1;aquisicao de 4kg cafe gabinete procurador eleitoral 4 regiao;192.00;11.60;134.35;42.91;2019;prr4 regiao
1;compra de cafe em grao para o gabinete do procurador chefe da prr4;192.00;11.60;134.35;42.91;2019;prr4 regiao
17;aquisicao dos itens emergenciais para a execucao de servicos de manutencao;593.00;90.00;415.15;42.84;2019;prba
16;a cadeira odontologica e as cadeiras de atendimento mochos encontramnase com o estofado danificado;470.00;66.02;330.00;42.42;2017;
16;pecas para manutencao de bebedouros 33012562 e 33013294;470.00;66.02;330.00;42.42;2018;
7;readequacao do filtro anaerobico de agua pluvial;416.24;80.00;292.50;42.30;2019;prrs
1;aquisicao de materiais hidraulicos para reparos no gabinete do procurador da republica eduardo de oliveira rodrigues na prsc;190.95;11.60;134.35;42.13;2021;prsc
17;servicos de reparos em placa de fonte de tv lg;590.00;90.00;415.15;42.12;2018;
17;reparo emergencial do arcondicionado do cpd;590.00;90.00;415.15;42.12;2018;
15;servico de aplicacao de insulfilme nas janelas e portas de vidro da guarita;380.00;63.63;268.50;41.53;2018;
9;anel de vedacao rejunte parafuso fixacao loucas  bacia conv e escapula;289.90;42.00;204.85;41.52;2016;
1;homenagem para procurador que se aposentou;190.00;11.60;134.35;41.42;2021;prr4 regiao
3;atender em carater de urgencia solicitacao da secretaria de desenvolvimento de pessoas na sedep para evento comemorativo da semana do servidor publico na pgr;564.90;74.90;399.45;41.42;2017;
12;panqueca 14 079mm tubo cobre flexivel panqueca 12 079mm tubo cobre flexivel e fita pvc 10m 5;262.02;31.00;185.55;41.21;2016;
2;p afericao de temperatura corporal de quem ingressar na prsc medida adotada no ambito das medidas de prevencao ao contagio da covid19 na referida procuradoria;538.00;93.80;381.85;40.89;2020;prsc
3;aquisicao de mateiral para manutencao da procuradoria;562.00;74.90;399.45;40.69;2020;prro
17;manutencao no sistema de cftv da prm feira de santana e conserto em fechaduras eletronicas do portao de acesso ao predio principal;582.95;90.00;415.15;40.42;2020;prba
16;para instalacao nos vestiarios do 2 andar;463.40;66.02;330.00;40.42;2019;prr4 regiao
14;servicos de troca de vidros no auditorio 2 x 27000;540.00;69.98;384.90;40.30;2016;
3;devido a necessidade do veiculo ser utilizado para o transporte de membros diarios tornouse necessario a colocacao do referido item;560.00;74.90;399.45;40.19;2018;
12;compra de pendrive 16 gb  10 unidades;260.00;31.00;185.55;40.12;2016;
17;substituicao de reguas eletricas presentes atualmente no rack do data center da prr3 que estao apresentando falhas de alimentacao de energia;581.04;90.00;415.15;39.96;2018;
0;"pb toyota hilux 2005
cola pb sikaflex 258 ct 310 ml";590.00;90.00;421.55;39.96;2016;
1;aquisicao realizada em atendimento ao despacho 59302018 da secretaria estadual;188.00;11.60;134.35;39.93;2018;
17;manutencao de equipamento de ar condicionado localizado no auditorio da prmmarilia;580.00;90.00;415.15;39.71;2018;
15;p instalacao em porta e janela de vidro do atico da torre 3 da prsc com intuito de homgeneizacao das vidracas do local;375.00;63.63;268.50;39.66;2019;prsc
16;aquisicao de floreira para uso no segundo andar do predio sede da prpr;460.00;66.02;330.00;39.39;2020;prpr
16;aquisicao de floreira para uso no segundo andar do predio sede da prpr;460.00;66.02;330.00;39.39;2020;
19;servico de manutencao eletrica substituicao de reatores;430.00;71.00;308.73;39.28;2016;
4;material requer urgencia na aquisicao tendo em vista tratarse de itens indispensaveis a manutencao de ambiente adequado ao trabalho nao sendo passivel de planejamento lampadas queimadas;494.00;67.26;355.00;39.15;2019;prrs
12;"ponta de prova hikari hk
baloon 1 cat 5
fonte chaveada 12v 15a
fonte chaveada 12v 2a";258.00;31.00;185.55;39.05;2016;
1;fornecimento de lanche para a 16 sessao do colegio de procuradores da republica da prmg;186.60;11.60;134.35;38.89;2018;
11;fixacao dos extintores da prmg;250.00;33.80;180.00;38.89;2019;prmg
8;100 caixas de arquivo para atender ao arquivo em razao de nao possuirmos esse material no almoxarifado;345.00;50.00;248.54;38.81;2021;prrj
2;prevencao ao novo coronavirus;530.00;93.80;381.85;38.80;2020;prr4 regiao
10;gesso em po;252.00;34.55;181.78;38.63;2016;
12;aquisicao de transformadores para unidades com rede de 127v;256.00;31.00;185.55;37.97;2019;prba
10;aquisicao de 19 copos 264ml 8 pecas de prato raso 23cm 10 pecas garfo mesa tramontina e 6 pecas garfo bolo todos para uso na copa da prm blumenau;250.64;34.55;181.78;37.88;2019;prsc
14;aplicacao de pelicula branca jateada nos vidros da claraboia mais proxima do auditorio para melhoria da apresentacao do espaco que abrigara a galeria dos procuradoreschefes;530.00;69.98;384.90;37.70;2019;prr4 regiao
14;para a substituicao da moldura destinada a procuradora regional valquiria oliveira quixada nunes  danificada  durante  a  sua  reinstalacao  apos  a  reforma  ocorrida  no  decimo  segundo andar desta prr1;530.00;69.98;384.90;37.70;2021;prr1 regiao
3;servico de manutencao de 2 nvr e 1 hd de 6t para uso da seguranca;550.00;74.90;399.45;37.69;2021;prpb
18;compra de material para reparos de manutencao predial na prm monteiro;315.00;48.00;228.78;37.69;2021;prpb
16;bomba de pressurizacao que resolvera o problema da baixa pressao de agua que afeta o bebedouro do 11 andar;454.00;66.02;330.00;37.58;2018;
10;servico de rebobinemnto com servico de torno com adaptaca para rolamento;250.00;34.55;181.78;37.53;2016;
17;deslocamento tecnico e servicos de remanejamento ativacao e extensao de ramais;570.00;90.00;415.15;37.30;2016;
1;atender solicitacao do de instalacao de ganchos para suporte de correntes de sinalizacao dr julio jose araujo junior;184.00;11.60;134.35;36.96;2018;
6;aquisicao de produtos para copa;541.86;82.80;396.03;36.82;2019;prmt
5;material diverso para realizacao de varios reparos na procuradoria;469.20;75.55;343.00;36.79;2019;prpb
7;limpeza do sistema de arcondicionado 02 equipamentos do cpd da prmpatos de minas para evitar o vazamento de agua;400.00;80.00;292.50;36.75;2021;prmg
7;compra de pen drive para atender as necessidades da prrj em razao de nao possuirmos em nosso almoxarifado;400.00;80.00;292.50;36.75;2020;prrj
7;contratacao de prestacao de servicos para reparo na prm picos;400.00;80.00;292.50;36.75;2017;
7;conserto de vazamento de agua na unidade o que estava causando aumento exponencial no valor da conta da copasa;400.00;80.00;292.50;36.75;2021;prmg
7;demanda por material nao disponivel em almoxarifado para ser instalado na prm corumba necessidade de sinalizar saida de veiculos;400.00;80.00;292.50;36.75;2018;
2;necessario para protecao dos tecnicos de seguranca e transporte;520.90;93.80;381.85;36.41;2020;pres
16;havia 5 un de bebedouros tipo torre necessitando de manutencao porem nao ha contrato viegente;450.00;66.02;330.00;36.36;2020;prro
16;servico de pequena monta de manutencao de bomba dagua necessaria para fornecimento de agua para a sede da pres;450.00;66.02;330.00;36.36;2020;pres
10;substituicao interruptor com defeitosuporte para lampadacola de silicone para rejunte e aplicadorlampada led embutir;247.86;34.55;181.78;36.35;2021;prsc
5;aquisicao de envelopes para atender a demanda da prrj;467.20;75.55;343.00;36.21;2017;
7;aquisicao de servicosmateriais sem contrato e sem arp;398.00;80.00;292.50;36.07;2019;prmt
12;tubo cobre flexivel panqueca tubo isolante polietileno e solda foscoper;251.05;31.00;185.55;35.30;2016;
4;material adquirido para manutencao predial;480.00;67.26;355.00;35.21;2020;prr5 regiao
4;conserto de tv fora da garantia nao foi possivel pagar com cartao maquina com defeito houve saque no valor de r48000;480.00;67.26;355.00;35.21;2018;
3;autorizado pelo secretario estadual e coordenador de administracao;540.00;74.90;399.45;35.19;2021;prro
9;bloco de anotacoes e caneta reciclavel;276.00;42.00;204.85;34.73;2016;
1;compra de equipamentos de seguracaepis solicitado pelo procurador chefe da unidade;181.00;11.60;134.35;34.72;2020;prse
16;aquisicao de torneiras e uma broca para a nova sede da prmblumenau;444.59;66.02;330.00;34.72;2018;
3;cartucho para atender a divisao de arquitetura e engenharia em razao de nao possuirmos em nosso almoxarifado;537.00;74.90;399.45;34.43;2019;prrj
10;massa corrida pva coral e textura acrilica;243.80;34.55;181.78;34.12;2016;
1;pagamento em especie de 02 passagens de ferry boat para veiculo oficial ida e volta em atendimento a solicitacao do 01 oficio civel desta procuradoria recebida via memorando n 232017natoprma;180.00;11.60;134.35;33.98;2017;
11;compra de uma torneira para a cozinha da prm em funcao de vazamentos da antiga 10 anos de uso interruptores para troca e correcao de mau contato nos antigos fita veda rosca para a instalacao da torneira parafuso e bucha para fixacao de extintor de incendio na parede;241.16;33.80;180.00;33.98;2021;prsc
7;pagamento de fatura 112019 e estoque;390.00;80.00;292.50;33.33;2019;prmt
16;aquisicao de 01 valvula solenoide para manutencao corretiva no sistema de irrigacao da pgr;440.00;66.02;330.00;33.33;2020;pgr
12;kelly valv p mict  2 unidades;247.36;31.00;185.55;33.31;2016;
16;aquisicao de material de construcao para reparo na area externa da prm;439.90;66.02;330.00;33.30;2017;
1;atender demanda da engenharia;179.00;11.60;134.35;33.23;2018;
7;aquisicao de materiais sem contrato e sem arp;389.55;80.00;292.50;33.18;2019;prmt
12;kelly valv p mict  2 unidades;247.00;31.00;185.55;33.12;2016;
14;material indisponivel no almoxarifado da pgr material usado na posse da procuradora chefe da pgr;512.00;69.98;384.90;33.02;2017;
3;transporte de diversos equipamentos para a prmbarra do garcas totalizando 484 m3;530.00;74.90;399.45;32.68;2016;
17;"deslocamento tecnico e mao de obra para remanejamento de 08 ramais
deslocamento tecnico e mao de obra para remanejamento de 02 ramais
";550.00;90.00;415.15;32.48;2016;
1;despesas com pagamento de pedagio  viagem a servico;177.40;11.60;134.35;32.04;2018;
10;6 un servicos de impressao adesivos transparente digital painel certificados prr4;240.00;34.55;181.78;32.03;2019;prr4 regiao
9;aquisicao de 02 luvas de uniao em pvc soldavel dn 75 mm necessarias a manutencao das instalacoes hidraulicas da pgr;270.00;42.00;204.85;31.80;2020;pgr
16;sistema de exaustao do vestiario do subsolo da prsc;434.72;66.02;330.00;31.73;2018;
12;compra de chave magnetica 3tw  02 unidades;244.00;31.00;185.55;31.50;2016;
17;compra de baterias para nobreak;545.00;90.00;415.15;31.28;2019;prmg
5;aquisicao de medicamentos para area medica da prr4 em servico de pronto atendimento;450.20;75.55;343.00;31.25;2019;prr4 regiao
11;aquisicao de materiais para reparo de uma mesa na seraf fixacao de piso emborrachado confeccao de apoio para os pes para o gabinete medico e fita de demarcacao de solo para as escadas da portaria 23;236.20;33.80;180.00;31.22;2019;prrj
5;papel ploter sulfite a0 75g 91;450.00;75.55;343.00;31.20;2016;
18;compra de bateria para gerador de emergencia dos elevadores de veiculos e de  pessoas;300.00;48.00;228.78;31.13;2016;
9;jarra inox 20l c tampa 188 artinox;268.32;42.00;204.85;30.98;2016;
13;compra de plantas baixas do predio da prr4 para atender auditoria;301.60;40.00;230.50;30.85;2020;prr4 regiao
9;aquisicao de dois acionadores e dois embolos para reparo de valvula hydra e dois adaptadores para filtro de agua;268.00;42.00;204.85;30.83;2018;
16;aquisicao de materiais utilizados na copa e nas portas dos banheiros masculino feminino e especial do 15 andar do edificio da prpr;430.98;66.02;330.00;30.60;2018;
0;conforme formulario prr3000231302021;550.00;90.00;421.55;30.47;2021;prr3 regiao
15;reparo na porta auxiliar com desempeno e conserto na fechadura;350.00;63.63;268.50;30.35;2020;prrj
15;conserto das fechaduras eletronicas do tipo portao eletronico que estao instalados no portao de acesso de pedestres da prm feira garantindo mais seguranca estava sendo necessario abrir manualmente;350.00;63.63;268.50;30.35;2019;prba
15;portao eletronico de acesso a prm nao funcionava foi feito dois orcamentos para conserto que incluiam ajustes na cremalheira e pinhao troca de sensor de fim de curso o portao e acionado por controle remoto o controle permite manter a seguranca da prmservidores no acesso de pessoasveiculos ao abrir o portao a distancia o vigilante pode manter a seguranca do predio sem se expor;350.00;63.63;268.50;30.35;2019;prrs
16;conserto de bomba de agua instalada no predio da prm foz do iguacu necessidade de manter o fornecimento de agua para os banheiros copa e bebedouros do predio;430.00;66.02;330.00;30.30;2018;
14;para a identificacao das portas de acesso a determinados setores da prr1 no padrao ja existente;501.00;69.98;384.90;30.16;2021;prr1 regiao
13;manutencao das fechaduras dos armarios da prm;300.00;40.00;230.50;30.15;2018;
6;a empresa morada responsavel pelo contrato de copeiragem da prrj nao entregou os materiais para o mes de janeiro2019;515.20;82.80;396.03;30.09;2019;prrj
17;necessidade urgente de reparos em aparelhos de ac em gabinete;540.00;90.00;415.15;30.07;2021;prsc
14;aumentar a seguranca na porta de entrada e melhorar a privacidade nas reunioes do auditorio;500.00;69.98;384.90;29.90;2020;prsc
14;retirada e colocacao de unidade evaporadora de ar condicionado necessarias a demolicao da parede do banheiro do gab 1 oficio e nao previstas no projeto basico da reforma da sede da prmura;500.00;69.98;384.90;29.90;2018;
0;primeira revisao do veiculo oficial s10 da prmbalsas;547.03;90.00;421.55;29.77;2016;
8;aquisicao de um latao de 18 litros de tinta acrilica fosca na palha e um latao de 18 litros de massa corrida interior ambos para serem utilizados no predio sede da prpr;322.43;50.00;248.54;29.73;2017;
17;compra de materiais de infra estrutura de informatica;538.00;90.00;415.15;29.59;2018;
19;em razao de fortes chuvas no inicio do corrente ano no municipio de irece foi constatado a queima de 01 refletor de led 100 watts dentre 03 em funcionamento razao pela qual se fez necessaria a substituicao;400.00;71.00;308.73;29.57;2020;prba
19;necessidade de manutencao da rede eletrica da unidade que estava apresentando constantes oscilacoes e ocasionando a queima frequente de lampadas para solucionar o problema era necessario substituir dois dps queimados e fazer aterramentos individuais para cada dps instalado quatro no total;400.00;71.00;308.73;29.57;2021;prpi
19;manutencao eletriica e hidraulica necessaria devido a vazamentos e queima de reatores;400.00;71.00;308.73;29.57;2017;
